content,score
"Payah gak bisa log in, udah laporan tp tdk diproses, percuma bayar gak kepake2,",1
Sangat bagus👍.....,5
"Aplikasi gembel, padahal download udh ukuran terbaik sekitar 4gb, tpi pas di cek malah cuma 500mb, udh ketebak pasti resolusi filmnya jelek bin gembel. Pas muter vidio ngga ada pilihan resolusi, pokonya aplikasi film paling gembel sedunia, telkomsel bego banget pilih langganannya sama aplikasi film tolol kaya gini.",1
Setuju suka👍👍👍,5
Untuk masuk ke aplikasi log in bolak balik gabisa,1
Dapet gratisan dari Telkomsel tapi ga bisa ditonton sama sekali...buruk,1
Film Terlalu Sedikit Terutama Anime nya,3
Ok,5
"Dapat langganan gratis dari beli paket, 1,2 hari baik2 saja... Hari oe 3 bisa diputar tapi yg muncul suara dan sub saja ga ada gambar, sudah di update dan restart masih ga bisa... Payahhh",1
Lho saya sudah berlangganan prime video mobile di aplikasi MyTelkomsel. Kok saya harus berlangganan lagi dengan membayar Rp 59.000? Gimana sih hei aplikasi php,1
"Parahhhhh. Login udah langganan pas login balik lagi ke home, gitu aja terus. Benerinnnn appnya. Jadi nggak nyaman",1
Masa udah didonlot gak bisa diputar??,1
Bagus namun jangan mahal mahal untuk berlangganan.,5
Over all bagus tapi ada bug subtitle Peran sudah berbicara tetapi subtitle tidak muncul,5
Bagus aplikasi streaming filmnya. Mohon filmnya ditambah lebih banyak. Terimakasih,5
"Aplikasi RUSAK!!!Kecewa sekali,berlangganan 30 Hari, tapi belum ada seminggu udah suruh bayar lagi",1
Ga semua fim muncul sesuai updatean. Masih banyak yang harus diperbaiki sistemnya,1
MENGECEWAKAN.,1
Mantap !,5
Lag,1
jelek bangett nyesel bgt udh instal aplikasi ini,1
Good,5
Bagus tapi juga tidak bagus. Bagus karena menyediakan berbagai subtitle dari beberapa bahasa. Tidak bagus karena masih ada beberapa film yang subtitlenya kurang banyak dan hanya ada 2-4 bahasa saja. Bagus karena ada film-film terbaru yang tersedia dan film-film populer lainnya. Tidak bagus karena hanya ada film populer saja tapi itu tidak semuanya ada atau filmnya kurang lengkap,4
Hai... kenapa ga bisa di pakai udh berlangganan paketan yang 95ribu malah di suruh beli paket berlangganan di aplikasi lagi gmna sie !! Emng nya uang jatuh dari langit Ah!! kalau udh beli paketan ya otomatis dong ga kaya hotstar langsung aktif otomatis,1
Ribet login pakek capta gak jelas. Mau daftar pakek nomor gagal terus. Koleksi filim dikit.perlu banyak perbaikan yah,1
Nggak bisa dipakai juga aplikasinya,1
Aplikasi sampah susah login gak guna,1
Susah daftarnya bolak balik,2
Mau login di aplikasi aja susah banget. Kata sandi sama email salah terus. Padahal daftar lewat chrome udah bisa. Tolong perbaiki lagi aplikasinya,1
"Kecewa. Aplikasi tidak jelas. Daftar susah sampe berkali"". Sudah daftar via telkomsel masih di suruh bayar. Film sedikit.",1
Udah antusias instal eh gk bisa ke pakek. Sad banget gk sih,1
"Susah x untuk buat akun aja, untuk dapati kode otp nya sampe ber- kali kali nyoba baru dapat SMS kode otp nya, agak laen. Mending Telkomsel sama yg star star kemarin aja deh",2
"uninstall aja lah, login ribet amat",1
"Simpel, cukup dng kuota data.",5
kenapa tidak mendapaktan kode otp waktu Verifikasi nomor telp.,1
"Koleksi film sangat menyenangkan dan akhirnya koleksi anime nambah! Tapi, gak tau kenapa UI-nya masih jelek. Entah pas nonton di smartphone, PC ataupun TV.",4
"Sudah berlangganan malah gak bisa log in, katanya nomor tidak terdaftar",1
"Dapat gratis dari Telkomsel 30 hari, coba login di browser bisa tapi ketika login di aplikasi Android tidak bisa, setelah login ada loading dan setelah itu kembali ke halaman login tolong segera di perbaiki",1
"Interface login jelek, sistem login jelek, cara berlangganan ribet, sdh langganan gak bisa masuk, anz###yyyy..",1
Film dan series nya bagus-bagus.. cuma pas awal daftar agak kesusahan.. Alhamdulillah sekarang sudah masuk terus,5
"Tolong di update lagi ya min. Untuk film film nya kurang lengkap gak semua film ada, dan untuk subtitle nya juga gak semua film luar ada subtitle indonesia nya..",5
"Saat login gak bisa masuk selalu terpental lagi, sekalinya bisa masuk lewat web gak bisa di play videonya",1
"Bagus tapi sayang paket nya berbeda kalau nyambung ke tv, padahal tidak terlalu berpengaruh kalau di ubah ke tv toh banyak yang nonton lewat hp juga",5
Banyak yang belum ber subtitel Indonesia,1
Kode otp gk dirim kirim hedeehhh,2
Best,5
Lebih baik tsel bundling dengan disney Prime video gak jelas,1
Sudah berlangganan via telkomsel kok bisa nonton,1
Tolong di perbaiki di film King kong terlalu cepat subtitle nya saya sangat terganggu,5
"Gambar buriq, percuma bayar",1
"Kenapa ngak bisa ya, padahal udah selesai aktivasi, ini apiknya yang error apa gimana ini :(",1
Telkomsel ganti disney aja... Yg ini mengecewakan,2
"-Subtittle tidak lengkap -sering buffering, padahal di hotstar lancar di jaringan sama -terlalu repot login akun -aplikasi berat -member terlalu mahal 45K rupiah,hotstar hanya 20K rupiah (all device,mobile android tv,website) Primevideo tidak ada opsi kualitas pemutaran video,,SD,HD,UHD",1
Suka banget,5
Ini udah aktivasi tapi pas coba di aplikasi ga bisa,3
Download sering stuck padahal sinyal bagus dan harus ngulang lagi,1
"Resolusinya video nya diperbaiki, masa udah pilih terbaik tapi kualitasnya masih jelek",1
Amazon originals nya bagus2..,5
"Tidak bisa dibukak, selalu keluar sendiri sebelum film dimulai.",1
Bagus,5
Agar lebih dr s3blum nya,2
Subtitle indonesia tolong dibuatkan,5
apaan dah dikit dikit subtitlenya ilang app ampas,1
Film tidak menarik,1
Aplikasi sangat tidak bermutu ko bisa ya telkomsel kerjasama dengan aplikasi ini lebih bagus disney hot star jauh ini mah,1
Force close,1
"KOK TELKOMSEL MAU KERJASAMA DENGAN APLIKASI ANEH BEGINI, YG PUNYA SUDAH PERNAH COBA PAKAI BELUM? QC NYA GA JALAN, GAJI BUTA",1
"Masa kalah sama telegram. Telegram dah masuk updet episode baru, prime video belom",1
"Bingung udh daftar tp tetep ga bisa login,,,, gagal trus tolong diperbaiki donk",1
Mantap,5
Bagus,5
Bad Experience,1
"install aplikasi karena dapat 30 hari gratis di telkomsel, tapi aplikasi ini tidak layak di instal menyesal pernah download ni aplikasi",1
"Walau premium tapi banyak yg sub indonya gak ada. Trs banyak film/drama yg gak ada padahal udah terkenal. Koleksinya dikit, males. Gak ada pengatur kecerahan dan suara otomatis,kadang sub harus di setel ulang. Hm ah",2
Awesome App,5
"Sudah aktifkan langganan dari paket internet telkomsel, tp masih kena biasa bulanan dari googleplay potong otomatis pula dari gopay, ditambah aplikasinya ga bisa di buka parah banget",1
Susah login,1
"Mau bikin akun aja susah banget, tunggu sms lama giliran udah masuk kode tidak valid",1
Saya sudah daftar berlanggan via paket telkomsel selama 30 hari kenapa masih tidak bisa?,1
Kecewa,1
"nggk bagus banget, udah klik uji coba buat pastiin bagus apps nya, ternyata malah nggk bisa digunain, percuma di instal nih apps, nggk bisa digunain",1
Saya mau daftar aja ribet banget disuruh buat kata sandi aja sampe ngulang berturut-turut,1
"Sangat buruk, subtitle gak ada, film cuman sedikit, kenapa Telkomsel harus ganti ke Vidio prime bukan Disney holters lagi..",1
Apk gak jelas,1
Ok,5
"Aplikasi kontolll, log in ga bsa bsa. Untuk programmernya mati aja kontolll",1
Saya tidak bisa login. Sudah berkali2 login hanya muter2 dihalaman login dan ubah sandi.,1
Rugi banget udh bayar malah ga bisa dipake..ga mutu app'y...,1
"Bagus sih,tapi bahasa indonesia nya kadang ga ada ya,masih kurang lengkap,jadi saya suka bingung klo pilihannya cuman b.inggris dan bahasa lain selain indo Baru nyadar juga klo disini pilihan kartunnya dikit ya Tapi gpp bagus sih cuman tambahin dong b.indo nya di setiap film apalgi klo voice nya ga ada b.indo,sub nya juga ga ada yang indo😩 Padahal keliatan bagus filmnya cuman saya ga ngerti",2
Gak bisa log in,1
Gak bisa login.. stupid apps,1
ga bs log in berkali2,1
Gimana sih cara nontonnya dah d download...d klik susah yaa untuk nontonnya ngak petunjuknya kah,2
Saya sudah langganan tapi gilmnya gak bisa di putar,1
Ok,5
Udah diaktivasi pake paket dari telkomsel tapi tetep trial aneh aplikasinya,1
Ngga bisa login,1
Auto delete ribet,1
Busuk sdh bayar susah liat filmnya,1
Filmnya di Update dong. Btw ini aplikasi terbaik Loh,5
"Udah langganan, gak bisa login aplikasi, sudah hubungin layanan pelanggan, tapi tidak ada tanggapan yang ada hanya email balasan otomatis. Intinya untuk aplikasi sekelas AMAZON, SANGAT MENGECEWAKAN!!! saran saya, lebih baik untuk memperbaiki hubungan dengan pelanggan, karena secara tidak langsung anda(prime video) telah membohongin para pelanggan, dan itu tentu saja berkaitan dengan hukum, dan semoga kedepannya tidak ada kasus seperti ini lagi TERIMA KASIH.",1
Asem,1
Aplikasi Sampah,1
Beli paket telkomsel mahal² gratis langganan 30 hari malah gabisa dipake!!! Tolong diperbaiki bug sistemnya,1
Login sulit sekali,1
"Sudah Paket dengan Telkomsel masih suruh bayar lagi, kata admin Grapari Bundling dengan Amazon Prime Video hanya untuk lihat dan scroll jenis filmnya saja, bukan untuk nonton...Kocaaakk...😂🤣",1
Sudah bagus terus tingkatkan kualitas aplikasinya,5
Gimana sih udah di bayar tpi gak bisa nonton tolong di perbaiki lagi.,1
Login nya sangat rumit ...,1
"Tolong pengaturan kualitas video ditambahkan/dibuat saat pemutaran film, jangan setiap mau diubah kualitas filmnya harus ke ""option"" dulu.. Tolong ditambahkan film2 menarik dan populer.. Terima kasih",3
Padahal saya daftar pake no telpon tapi pas login ulang no telp tidak ditemukan bodoh,1
"Udah berlangganan telkomsel tp ga bisa dipake, udah paling bener telkomsel kerjasama dengan disney+, malah kerjasama dengan aplikasi kek gini",1
Beli paket Telkomsel sudah gratis nonton masa disuruh bayar,1
mem UAS kan,5
"Katanya ada promo dari Telkomsel, tp saldo aku disedot juga. Gajelas emg, mana gw anak kos lg,duit nipis",1
Bad,1
"Kecewa banget lah, uninstall lagi aja. huft :( kukecewa",1
Ga Bisa Login padahal sudah sesuai user sama password tolong diperbaiki aplikasinya,1
Ok,5
Saya sudah login tapi tetap di halaman login san sudah saya masukan data sampe lebih 5x tapi gx masuk²,1
Kagak ngerti nontonnya gimana sih.. tombol play trailer doank yg ada.. untg blm langganan lgsg.. klo gag rugi plsa deh..,2
Kasih pilihan kualitas video lah,1
"kontoll mau pake trial aja suruh bayar dulu, tidak bisa masuk ke trial",1
"Oke keren, filmnya baru juga udah ada, harga masuklah kantonglah",5
"Subtitle lama bgt muatnya, kualitas gambar rubah rubah, sering loading parah, filmnya kurang banyak ragam, UPDATE serialnya sering NGARET DARI JADWAL sampe lewat hari bukan hanya jam yaaa! Dan catet nih, biaya berlangganan jauh lebih mahal dan gak worth it",1
film nya bagus² mantap,5
Tidak bisa login padahal uda beli paket,1
Untuk masuk ke posisi berlangganan susah banget...,4
"Baru daftar aja udh ribet gagal an mulu, udh un instal aja dah,",1
login sampai 10x pun gak akan masuk Paraaaahhhh bangeeetttt,1
Saya mau aktifkan prime vidio tetapi disuruh kirim kode dari SMS tapi sudah beberapa kali masih saja belum masuk SMS nya. Bagaimana itu solusinya???,1
I can not log in. I have been trying couple times and it still on the sign in page. do you guys do the test when you create an application??,1
Apps sampah,1
login gaa bisa susah banget masuk . masa udah login balik lagih ke menu login gaa masuk2 ke beranda alpikasi 🤣🤣🤣 kocak . email pasword padaha udah bener,2
Jelek ga bisa buka appl,1
Aplikasi gak jelas bagusan disney+hostar,1
Mantap,5
Katanya beli paket tsel sdh termasuk aktifasi. Sy smp 2 bln sdh isi 2x paket katanya gratis nonton prime video. Tp pas masuk ttp suruh bayar berlangganan. Sy kira kaya disney+ hotstar langsung bisa nonton ternyata ngga👎👎,1
Baru mau coba,1
Apk gajelas,1
"Aplikasi yg sangat ribet, mau daftar akun pun susah",1
Aplikasi yang merugikan terlihat dari penilayannya,1
Mantap,5
Tolong semua film di fasilitas kan subtittle bhs Indonesia... Pusing jg lama lama liat tulisan melayu.. ',2
"Aplikasi sampah, susah bener mau login",1
Sistem login nya ribet bgt drtd udh login gagal2 terus pdhl udh 1 paket sama telkomsel perbaiki lagi sitem login nya mengecewakan/!!!!!,1
"Aku kasi bintang 4 dulu soalnya baru pakai. Kalau bisa subtitle bahasa Indonesia diperbaiki lagi, terkadang ada jeda antara suara dan subtitle nya",4
Saya suka,5
Oke...,5
"Masuk susah , selalu salah ID",1
"Kenapa jadi kaya VIU? Upload dramanya sering telat.. makin lama makin telat.. padahal langganan platform legal supaya bs nonton episode terbaru cepet2, eh malah yg ilegal yg lebih cepet upload. Please dong diperbaiki performanya.",2
APLIKASI GA JELASSS MAU LOGIN AJA SUSAH UDAH BAYAR PADAHAL,1
"Omong kosong. Baru saja membuat akun belum ada 3 menit, mau login dibilang kata sandi salah. Pakai fitur forgot password dibilang ada aktivitas mencurigakan lalu akun diblokir. Sebenernya boleh dipakai ndak to? Kalau ndak boleh ya saya pakai app lain saja to..",1
Sungguh mengecewakan,1
Sukaa,5
Kadang patah2 saat menonton video offline,5
"Ga jelas nih aplikasi, gue udah bayar gabisa di tonton. Aneh",1
I have a bad experience with this app,1
"Server video gak jelas, padahal sudah upgrade akun.",1
Saya sudah beli paket yg sekalian berlangganan 30 hari dr Telkomsel.. Tp knp gak konek ya?? Masih harus bayar langganan lagi.. Gak kayak Disney Channel yg pas masuk udah otomatis langsung bisa nonton krn sudah berlangganan..,1
Server sering down Download video sering error (CDN_Error),1
Mantab,5
"aplikasi busuk, kenapa paket no hpku berlangganan dengan aplikasi ini,. Mau mendaftar AKUN dibilang no sudah terdaftar, mau sign ini dia bilang no anda tidak dapat ditemukan di akun manapun...wkwkwkwkwk BUSUK",1
login app nya susah banget.. malah gak bisa login sama sekali .. kalo login web bisa.. parah nih app.. paketannya jadi gak ke pake..,1
Bagus...,5
"GA JELAS, RIBET DI LOGIN , SUSAH BGT, SEMOGA DI PERBAIKIN YH🤭",1
"Sangat buruk sudah langganan dengan Telkomsel tapi nyatanya masih harus bayar langganan lagi sangat kapitalis sekali kalian ya, sangat mengecewakan",1
Susah log in,1
Saya sudah berlangganan 1 bulan namun pas masuk aplikasi ga bisa. Harus uji coba gratis 7 hari. Ke CS WA ga ada solusi. Tolonglah,1
Loginnya susah kode otp Lambat terkirim,1
"Ga semua film ada sub nya, aplikasi stream film tergagal",1
Setelah saya instal...pas di buka ternyata sesuai dengan rating nya aplikasi sangat buruk...saya unistal lagi maaf🙏,1
ini sudah berlangganan kok tidak bisa memutar videonya yaa,3
susah amat dah loginnya,1
Jelek bener,1
Bagus,5
video ga bisa diputar padahal udah paketan langganan sama telkomsel. Harus tetap bayar untuk langganan/memutar video,1
"Padahal password udah bener, eh tetep kembali terus suruh login terus, maksudnya tuh apa ya!!! Capek gua ama nih app",1
"Ga bisa login.. parah sih.. masukin akun yg dibuat di web, pas coba di app malah ga masuk2.",2
Susah masuknya,1
bosok,1
Tidak bisa login,1
"Tidak bisa login -_- padahal email dan pass sudah benar, tapi tetap tidak bisa masuk, tampilannya selalu balik ke awal",1
Benar sekali. Amat sangat buruk. Sesuai fakta dan sependapat sama ulasan2 mereka di sini untuk prime video mobile.,1
Ribet,1
Padahal udah punya akun tapi mau login susahnya minta ampun,1
Karena prime video gue jadi sering nonton drakor. Padahal download aplikasi karena ada paket bundling operator merah doang. Wkwkwk,5
Aplikasih lemah. Kalau belum siap untuk dipasarkan simpan dan perbaikin jgn merugikan orang lain,1
Saya tidak bisa memutar film padahal dapat gratis nonton dari Telkomsel gak ada tombol playnya... Lebih mudah dulu waktu dapat gratis nonton Disney hotstar,1
"Gak bisa login , akun sdh benar , malah force close. Buang"" duit",1
"Menyenangkan, isinya keren, meskipun harus langganan..",5
Makin mantap klo ditambah lagi koleksi film dan serial terbarunya...,5
"Lah baru buat akun, mau login lagi no salah, gajelas bgt Padahal buat akun baru nomer Otp di sms ada kok, bisa masuk kenomer yg didaftar Masa mau login malah salah nomer",1
Baru uji coba aja udah error untung aja belum beli sebulan atau setahun udah black screen,1
"Berlangganan ini karena paket telkomsel oktober, tapi di November tidak langganan telkomsel kembali, pulsa terpotomg otomatis kurang lebih 74.003 dan tidak ada pemberitahuan terlebih dahulu Ribet untuk signnya harus memasukkan kartu debit atau kredit untuk memulai pemakaian Karena itu dibulan sebelumnya pun saya tidak pakai sama sekali Tanggal 2 Nov 2022 setelah pulsa terpotong, notifikasi diaplikasi,anda belum berlangganan, sedangkan digoogle keterangan sudah berlangganan",1
"Ini sistemnya tidak sama holstar,, katanya setiap beli paket langsung langganan,, kok malah minta pembayaran paket?? Gimana sich 🙃",1
busuk,1
"Padahal udah langganan via paket data di tsel, tapi kok masih harus pembelian, herannya lg kmrn kmrn aman aman aja, kenapa ini",3
"Penipu, katanya nomorku sdh terdaftar berlangganan tpi kok tidak, pembodohan",1
"Lumayan, walau lumayan jg harganya. Sayangnya ada beberapa film yang tidak ada subtitle Indonesia nya. Tolong lengkapi semua subtitle indonesianya. Dan perbanyak lagi film nya. Biar ga rugi bayarnya",4
"Apaansi gabisa login, masukin email no hp password berkali2 cuma loading trus masuk ke halaman login lagi, gitu aja terus sampe prabowo jadi presiden ...gatau tahun berapa. Aplikasi rusak dipake",1
Ribet ga bisa login,1
"Tergj,belom siap penuh ni apk",1
"Aku udah bayar 65rb buat berlangganan tapi tulisannya tetap ngotot kalau aku blum berlangganan .jelas"" saldoku udah ada notif kalau d ptong bayar berlangganan . Trs masih gak bisa buat nonton filmya . Trs gimana .uang 65rb terbuang sia"" entah kemana . Trs pilih opsi pmbayaran lain gak bisa . Kbnyakan aturan . Kayak d peras hanya untuk nnton film",2
